Company,Item,Calories,Calories From Fat,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugars (g),Protein (g),Total Fat (% Daily Value),Saturated Fat (% Daily Value),Cholesterol (% Daily Value),Sodium (% Daily Value),Total Carbohydrates (% Daily Value),Dietary Fiber (% Daily Value),Protein (% Daily Value),Vitamin A (% Daily Value),Vitamin C (% Daily Value),Calcium (% Daily Value),Iron (% Daily Value),Category,FreeStyle Points,SmartPoints,PointsPlus
Mcdonalds,Small French Fries,240,99,11.0,1.5,0.0,0.0,180.0,31.0,3.0,0.0,3.0,17.0,8.0,0.0,8.0,10.0,12.0,6.0,0.0,0.0,2.0,4.0,Sides,7.0,7.0,6.0
Mcdonalds,Medium French Fries,350,153,17.0,2.0,0.2,0.0,260.0,46.0,4.0,0.0,4.0,26.0,10.0,0.0,11.0,15.0,16.0,8.0,0.0,0.0,2.0,6.0,Sides,11.0,11.0,9.0
Mcdonalds,Large French Fries,560,243,27.0,3.5,0.3,0.0,420.0,74.0,6.0,0.0,6.0,42.0,18.0,0.0,18.0,25.0,24.0,12.0,0.0,0.0,2.0,8.0,Sides,17.0,17.0,15.0
Mcdonalds,Poutine,510,270,30.0,12.0,1.0,60.0,1010.0,44.0,3.0,1.0,17.0,46.0,60.0,20.0,42.0,15.0,12.0,34.0,10.0,2.0,40.0,6.0,Sides,17.0,17.0,14.0
Mcdonalds,Spicy Buffalo Chicken Poutine,1020,414,46.0,14.0,1.0,85.0,3760.0,121.0,6.0,9.0,31.0,71.0,70.0,28.0,157.0,40.0,24.0,62.0,15.0,6.0,45.0,15.0,Sides,31.0,33.0,27.0
Subway,Crispy Chicken Bacon & Peppercorn Ranch Rice Bowl,810,315,35.0,9.0,0.0,80.0,1420.0,91.0,6.0,5.0,34.0,54.0,45.0,27.0,59.0,30.0,24.0,68.0,0.0,0.0,10.0,20.0,Rice Bowls,23.0,24.0,22.0
Subway,Green Goddess Veggie Rice Bowl,690,360,40.0,8.0,0.0,25.0,1250.0,73.0,7.0,5.0,12.0,62.0,40.0,8.0,52.0,24.0,28.0,24.0,0.0,0.0,8.0,10.0,Rice Bowls,23.0,23.0,19.0
Subway,Southwest Steak & Avocado Rice Bowl,620,234,26.0,7.0,1.0,55.0,1390.0,73.0,7.0,5.0,25.0,40.0,35.0,18.0,58.0,24.0,28.0,50.0,0.0,0.0,8.0,15.0,Rice Bowls,19.0,19.0,16.0
Subway,Sweet Onion Chicken Teriyaki Rice Bowl,510,54,6.0,2.0,0.0,50.0,1140.0,90.0,5.0,24.0,23.0,9.0,10.0,17.0,48.0,30.0,20.0,46.0,0.0,0.0,4.0,10.0,Rice Bowls,15.0,17.0,13.0
Subway,Crispy Chicken Bacon & Peppercorn Ranch Rice Wrap,930,297,33.0,8.0,0.0,70.0,1750.0,119.0,7.0,6.0,40.0,51.0,40.0,23.0,73.0,40.0,28.0,80.0,0.0,0.0,14.0,35.0,Rice Wraps,26.0,27.0,25.0
Subway,Green Goddess Veggie Rice Wrap,760,297,33.0,7.0,0.0,20.0,1390.0,100.0,8.0,5.0,18.0,51.0,35.0,7.0,58.0,33.0,32.0,36.0,0.0,0.0,10.0,25.0,Rice Wraps,24.0,24.0,20.0
Subway,Southwest Steak & Avocado Rice Wrap,820,288,32.0,8.0,1.0,55.0,1820.0,102.0,8.0,7.0,31.0,49.0,40.0,18.0,76.0,34.0,32.0,62.0,0.0,0.0,10.0,30.0,Rice Wraps,25.0,25.0,21.0
Subway,Sweet Onion Chicken Teriyaki Rice Wrap,700,108,12.0,2.0,0.0,50.0,1570.0,119.0,6.0,25.0,29.0,18.0,10.0,17.0,65.0,40.0,24.0,58.0,0.0,0.0,8.0,25.0,Rice Wraps,21.0,22.0,18.0
Subway,Black Forest Ham Salad,110,27,3.0,1.0,0.0,25.0,500.0,13.0,4.0,5.0,11.0,5.0,5.0,8.0,21.0,4.0,16.0,22.0,0.0,0.0,4.0,10.0,Salads,3.0,3.0,3.0
Subway,Cold Cut Combo Salad,240,153,17.0,6.0,0.0,35.0,620.0,12.0,5.0,5.0,12.0,26.0,30.0,12.0,26.0,4.0,20.0,24.0,0.0,0.0,4.0,15.0,Salads,8.0,8.0,6.0
Subway,Italian BMT Salad,240,144,16.0,6.0,0.0,45.0,1080.0,13.0,4.0,6.0,15.0,25.0,30.0,15.0,45.0,4.0,16.0,30.0,0.0,0.0,4.0,30.0,Salads,8.0,8.0,7.0
Subway,Sweet Onion Chicken Teriyaki Salad,240,36,4.0,1.0,0.0,50.0,760.0,34.0,4.0,26.0,18.0,6.0,5.0,17.0,32.0,11.0,16.0,36.0,0.0,0.0,4.0,10.0,Salads,8.0,9.0,6.0
Subway,Tuna Salad,280,189,21.0,4.0,0.0,40.0,380.0,10.0,4.0,5.0,14.0,32.0,20.0,13.0,16.0,3.0,16.0,28.0,0.0,0.0,4.0,10.0,Salads,8.0,9.0,7.0
Subway,Turkey Breast Salad,120,27,3.0,1.0,0.0,30.0,570.0,13.0,4.0,6.0,12.0,5.0,5.0,10.0,24.0,4.0,16.0,24.0,0.0,0.0,4.0,10.0,Salads,3.0,3.0,3.0
Subway,Veggie Delight Salad,50,9,1.0,0.0,0.0,0.0,75.0,9.0,4.0,5.0,3.0,2.0,0.0,0.0,3.0,3.0,16.0,6.0,0.0,0.0,4.0,8.0,Salads,2.0,2.0,1.0
Subway,"6"" Black Forest Ham",280,35,4.0,1.0,0.0,15.0,700.0,48.0,5.0,7.0,15.0,6.0,5.0,5.0,29.0,16.0,20.0,30.0,8.0,20.0,6.0,15.0,Subway Sandwiches,8.0,8.0,7.0
Subway,Footlong Black Forest Ham,560,70,8.0,2.0,0.0,30.0,1400.0,96.0,10.0,14.0,30.0,12.0,10.0,10.0,58.0,32.0,40.0,60.0,16.0,40.0,12.0,30.0,Subway Sandwiches,16.0,16.0,14.0
Subway,"6"" Chicken & Bacon Ranch",530,220,24.0,7.0,0.4,75.0,950.0,47.0,5.0,8.0,32.0,37.0,35.0,25.0,40.0,16.0,20.0,64.0,15.0,20.0,15.0,20.0,Subway Sandwiches,14.0,16.0,14.0
Subway,Footlong Chicken & Bacon Ranch,1060,440,48.0,14.0,0.8,150.0,1900.0,94.0,10.0,16.0,64.0,74.0,70.0,50.0,79.0,31.0,40.0,128.0,30.0,40.0,30.0,40.0,Subway Sandwiches,29.0,32.0,28.0
Subway,"6"" Cold Cut Combo",430,180,20.0,7.0,0.1,40.0,890.0,47.0,6.0,7.0,17.0,31.0,35.0,13.0,37.0,16.0,24.0,34.0,8.0,20.0,6.0,20.0,Subway Sandwiches,14.0,14.0,11.0
Subway,Footlong Cold Cut Combo,860,360,40.0,14.0,0.2,80.0,1780.0,94.0,12.0,14.0,34.0,62.0,70.0,27.0,74.0,31.0,48.0,68.0,16.0,40.0,12.0,40.0,Subway Sandwiches,28.0,28.0,23.0
Subway,"6"" Italian B.M.T.",410,150,16.0,6.0,0.3,40.0,1210.0,47.0,5.0,8.0,19.0,25.0,30.0,13.0,50.0,16.0,20.0,38.0,8.0,20.0,6.0,15.0,Subway Sandwiches,13.0,13.0,11.0
Subway,Footlong Italian B.M.T.,820,130,32.0,12.0,0.6,80.0,2420.0,94.0,10.0,16.0,38.0,49.0,60.0,27.0,101.0,31.0,40.0,76.0,16.0,40.0,12.0,30.0,Subway Sandwiches,26.0,26.0,21.0
Subway,"6"" Meatball Marinara",480,160,18.0,7.0,0.5,40.0,1000.0,60.0,8.0,12.0,21.0,28.0,35.0,13.0,42.0,20.0,32.0,42.0,25.0,35.0,10.0,25.0,Subway Sandwiches,16.0,16.0,12.0
Subway,Footlong Meatball Marinara,960,320,36.0,14.0,1.0,80.0,2000.0,120.0,16.0,24.0,42.0,55.0,70.0,27.0,83.0,40.0,64.0,84.0,50.0,70.0,20.0,50.0,Subway Sandwiches,32.0,32.0,25.0
Subway,"6"" Oven Roasted Chicken",310,40,5.0,1.5,0.0,40.0,560.0,47.0,5.0,8.0,21.0,8.0,8.0,13.0,23.0,16.0,20.0,42.0,8.0,20.0,4.0,15.0,Subway Sandwiches,7.0,9.0,8.0
Subway,Footlong Oven Roasted Chicken,620,80,9.0,3.0,0.0,80.0,1120.0,94.0,10.0,16.0,42.0,14.0,15.0,27.0,47.0,31.0,40.0,84.0,16.0,40.0,8.0,30.0,Subway Sandwiches,14.0,17.0,16.0
Subway,Footlong Pizza Sub Melt,90,360,40.0,16.0,0.8,80.0,2820.0,100.0,12.0,20.0,36.0,62.0,80.0,27.0,118.0,33.0,48.0,72.0,40.0,50.0,20.0,30.0,Subway Sandwiches,6.0,6.0,23.0
Subway,"6"" Pizza Sub Melt",450,180,20.0,8.0,0.4,40.0,1410.0,50.0,6.0,10.0,18.0,31.0,40.0,13.0,59.0,17.0,24.0,36.0,20.0,25.0,10.0,15.0,Subway Sandwiches,15.0,15.0,12.0
Subway,"6"" Roast Beef",290,40,5.0,1.5,0.0,20.0,680.0,46.0,5.0,7.0,17.0,8.0,8.0,7.0,28.0,15.0,20.0,34.0,8.0,20.0,4.0,20.0,Subway Sandwiches,8.0,8.0,7.0
Subway,Footlong Roast Beef,580,80,9.0,3.0,0.0,40.0,1360.0,92.0,10.0,14.0,34.0,14.0,15.0,13.0,57.0,31.0,40.0,68.0,16.0,40.0,8.0,40.0,Subway Sandwiches,17.0,17.0,15.0
Subway,"6"" Steak & Cheese",380,90,10.0,4.0,0.4,50.0,1030.0,49.0,5.0,9.0,26.0,15.0,20.0,17.0,43.0,16.0,20.0,52.0,10.0,20.0,10.0,25.0,Subway Sandwiches,11.0,11.0,10.0
Subway,Footlong Steak & Cheese,760,180,20.0,8.0,0.8,100.0,2060.0,98.0,10.0,18.0,52.0,31.0,40.0,33.0,86.0,33.0,40.0,104.0,20.0,40.0,20.0,50.0,Subway Sandwiches,22.0,22.0,20.0
Subway,"6"" Subway Club",300,40,5.0,1.0,0.0,25.0,790.0,47.0,5.0,7.0,18.0,8.0,5.0,8.0,33.0,16.0,20.0,36.0,8.0,20.0,6.0,20.0,Subway Sandwiches,8.0,8.0,8.0
Subway,Footlong Subway Club,600,80,9.0,2.0,0.0,50.0,1580.0,94.0,10.0,14.0,36.0,14.0,10.0,17.0,66.0,31.0,40.0,72.0,16.0,40.0,12.0,40.0,Subway Sandwiches,17.0,17.0,15.0
Subway,"6"" Sweet Onion Chicken Teriyaki",370,40,4.0,1.0,0.0,50.0,770.0,58.0,5.0,16.0,23.0,6.0,5.0,17.0,32.0,19.0,20.0,46.0,10.0,25.0,6.0,20.0,Subway Sandwiches,10.0,11.0,9.0
Subway,Footlong Sweet Onion Chicken Teriyaki,740,80,8.0,2.0,0.0,100.0,1540.0,116.0,10.0,32.0,46.0,12.0,10.0,33.0,64.0,39.0,40.0,92.0,20.0,50.0,12.0,40.0,Subway Sandwiches,19.0,22.0,18.0
Subway,"6"" Tuna",480,230,25.0,5.0,0.3,40.0,580.0,44.0,5.0,7.0,20.0,38.0,25.0,13.0,24.0,15.0,20.0,40.0,10.0,20.0,4.0,20.0,Subway Sandwiches,15.0,15.0,13.0
Subway,Footlong Tuna,960,460,50.0,10.0,0.6,80.0,1160.0,88.0,10.0,14.0,40.0,77.0,50.0,27.0,48.0,29.0,40.0,80.0,20.0,40.0,8.0,40.0,Subway Sandwiches,30.0,30.0,25.0
Subway,"6"" Turkey Breast",290,35,4.0,1.0,0.0,20.0,690.0,47.0,5.0,8.0,16.0,6.0,5.0,7.0,29.0,16.0,20.0,32.0,8.0,20.0,6.0,20.0,Subway Sandwiches,8.0,8.0,7.0
Subway,Footlong Turkey Breast,580,70,8.0,2.0,0.0,40.0,1380.0,94.0,10.0,16.0,32.0,12.0,10.0,13.0,58.0,31.0,40.0,64.0,16.0,40.0,12.0,40.0,Subway Sandwiches,17.0,17.0,14.0
Subway,"6"" Turkey Breast & Ham",290,40,4.0,1.0,0.0,20.0,760.0,48.0,5.0,7.0,17.0,6.0,5.0,7.0,32.0,16.0,20.0,34.0,8.0,20.0,6.0,20.0,Subway Sandwiches,8.0,8.0,7.0
Subway,Footlong Turkey Breast & Ham,580,80,8.0,2.0,0.0,40.0,1520.0,96.0,10.0,14.0,34.0,12.0,10.0,13.0,63.0,32.0,40.0,68.0,16.0,40.0,12.0,40.0,Subway Sandwiches,17.0,17.0,15.0
Subway,"6"" Veggie Delite",230,20,3.0,0.5,0.0,0.0,280.0,44.0,5.0,7.0,8.0,5.0,3.0,0.0,12.0,15.0,20.0,16.0,8.0,20.0,4.0,15.0,Subway Sandwiches,5.0,7.0,6.0
Subway,Footlong Veggie Delite,460,40,5.0,1.0,0.0,0.0,560.0,88.0,10.0,14.0,16.0,8.0,5.0,0.0,23.0,29.0,40.0,32.0,16.0,40.0,8.0,30.0,Subway Sandwiches,12.0,14.0,12.0
Tim Hortons,12 Grain Bagel,330,81,9.0,1.5,0.0,0.0,450.0,55.0,6.0,8.0,10.0,14.0,8.0,0.0,19.0,18.0,24.0,20.0,0.0,0.0,6.0,25.0,Bagels,,,
Tim Hortons,Cheese and Chive Bagel,330,45,5.0,2.0,0.1,5.0,550.0,58.0,3.0,4.0,12.0,8.0,10.0,2.0,23.0,19.0,12.0,24.0,2.0,0.0,10.0,25.0,Bagels,,,
Tim Hortons,Cinnamon Raisin Bagel,300,18,2.0,0.3,0.0,0.0,390.0,63.0,3.0,11.0,9.0,3.0,2.0,0.0,16.0,21.0,12.0,18.0,0.0,0.0,6.0,25.0,Bagels,,,
Tim Hortons,Everything Bagel,300,27,3.0,0.5,0.0,0.0,410.0,60.0,3.0,6.0,10.0,5.0,3.0,0.0,17.0,20.0,12.0,20.0,0.0,0.0,4.0,25.0,Bagels,,,
Tim Hortons,Four Cheese Bagel,320,45,5.0,2.0,0.1,5.0,580.0,57.0,2.0,3.0,12.0,8.0,10.0,2.0,24.0,19.0,8.0,24.0,0.0,0.0,10.0,30.0,Bagels,,,
Tim Hortons,Jalapeno Asiago Mozzarella Bagel,310,36,4.0,1.5,0.1,5.0,730.0,58.0,3.0,2.0,12.0,6.0,8.0,2.0,30.0,19.0,12.0,24.0,2.0,0.0,10.0,30.0,Bagels,,,
Tim Hortons,Maple Cinnamon French Toast Bagel,350,36,4.0,1.5,0.2,5.0,540.0,67.0,2.0,15.0,10.0,6.0,8.0,2.0,23.0,22.0,8.0,20.0,0.0,0.0,8.0,25.0,Bagels,,,
Tim Hortons,Plain Bagel,290,18,2.0,0.4,0.0,0.0,440.0,58.0,2.0,4.0,9.0,3.0,2.0,0.0,18.0,19.0,8.0,18.0,0.0,0.0,4.0,25.0,Bagels,,,
Tim Hortons,Roasted Garlic & Cheese Bagel,310,45,5.0,1.5,0.0,5.0,710.0,54.0,2.0,3.0,13.0,8.0,8.0,2.0,30.0,18.0,8.0,26.0,2.0,0.0,10.0,25.0,Bagels,,,
Tim Hortons,Sesame Seed Bagel,300,27,3.0,0.5,0.0,0.0,420.0,59.0,3.0,5.0,11.0,5.0,3.0,0.0,18.0,20.0,12.0,22.0,0.0,0.0,4.0,25.0,Bagels,,,
Tim Hortons,Sundried Tomato Asiago Parm Bagel,320,45,5.0,2.0,0.1,5.0,860.0,59.0,3.0,4.0,12.0,8.0,10.0,2.0,36.0,20.0,12.0,24.0,2.0,0.0,15.0,30.0,Bagels,,,
Tim Hortons,Banana Chocolate Loaf,380,144,16.0,2.5,0.1,25.0,440.0,56.0,1.0,32.0,4.0,25.0,13.0,8.0,18.0,19.0,4.0,8.0,14.0,4.0,4.0,13.0,Baked Goods & Desserts,,,
Tim Hortons,Carrot Cake Muffin with Walnuts,350,117,13.0,2.5,0.2,30.0,360.0,53.0,2.0,27.0,5.0,20.0,13.0,10.0,15.0,18.0,8.0,10.0,45.0,4.0,10.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Chocolate Chip Muffin,420,144,16.0,4.5,0.1,35.0,330.0,66.0,2.0,35.0,6.0,25.0,23.0,12.0,14.0,22.0,8.0,12.0,0.0,0.0,4.0,30.0,Baked Goods & Desserts,,,
Tim Hortons,Chocolate Chunk Cookie,240,90,10.0,6.0,0.4,25.0,250.0,34.0,1.0,19.0,3.0,15.0,30.0,8.0,10.0,11.0,4.0,6.0,0.0,0.0,2.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Glazed Cinnamon Roll,320,108,12.0,5.0,0.1,0.0,250.0,47.0,2.0,15.0,7.0,18.0,25.0,0.0,10.0,16.0,8.0,14.0,0.0,0.0,4.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Frosted Cinnamon Roll,370,126,14.0,5.0,0.1,0.0,280.0,56.0,2.0,23.0,7.0,22.0,25.0,0.0,12.0,19.0,8.0,14.0,0.0,0.0,4.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Plain Croissant,260,126,14.0,6.0,0.1,0.0,250.0,29.0,1.0,4.0,5.0,22.0,30.0,0.0,10.0,10.0,4.0,10.0,8.0,8.0,2.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Cheese Croissant,290,135,15.0,7.0,0.1,5.0,300.0,29.0,1.0,4.0,7.0,23.0,35.0,2.0,13.0,10.0,4.0,14.0,10.0,8.0,6.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Cherry Cheese Danish,300,144,16.0,7.0,0.2,0.0,410.0,36.0,1.0,14.0,4.0,25.0,35.0,0.0,17.0,12.0,4.0,8.0,0.0,15.0,0.0,10.0,Baked Goods & Desserts,,,
Tim Hortons,Maple Pecan Danish,370,189,21.0,7.0,0.1,5.0,250.0,43.0,2.0,14.0,5.0,32.0,35.0,2.0,10.0,14.0,8.0,10.0,6.0,8.0,2.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Double Chocolate Cookie,250,108,12.0,8.0,0.4,35.0,200.0,32.0,2.0,20.0,3.0,18.0,40.0,12.0,8.0,11.0,8.0,6.0,0.0,0.0,2.0,18.0,Baked Goods & Desserts,,,
Tim Hortons,Fruit Explosion Muffin,340,90,10.0,1.5,0.1,30.0,470.0,58.0,2.0,25.0,5.0,15.0,8.0,10.0,20.0,19.0,8.0,10.0,0.0,6.0,60.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Lemon Poppyseed Loaf,340,126,14.0,2.5,0.1,40.0,320.0,49.0,2.0,25.0,5.0,22.0,13.0,13.0,13.0,16.0,8.0,10.0,1.0,5.0,1.0,14.0,Baked Goods & Desserts,,,
Tim Hortons,Blueberry Mini Strudel,60,27,3.0,1.5,0.0,0.0,65.0,8.0,0.0,3.0,1.0,5.0,8.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,3.0,Baked Goods & Desserts,,,
Tim Hortons,Apple Mini Strudel,60,27,3.0,1.5,0.0,0.0,65.0,8.0,0.0,2.0,1.0,5.0,8.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,3.0,Baked Goods & Desserts,,,
Tim Hortons,Oatmeal Raisin Spice Cookie,210,72,8.0,4.5,0.1,20.0,190.0,32.0,1.0,19.0,3.0,12.0,23.0,7.0,8.0,11.0,4.0,6.0,8.0,0.0,2.0,8.0,Baked Goods & Desserts,,,
Tim Hortons,Peanut Butter Cookie,280,153,17.0,8.0,0.4,25.0,240.0,27.0,2.0,16.0,6.0,26.0,40.0,8.0,10.0,9.0,8.0,12.0,0.0,0.0,2.0,8.0,Baked Goods & Desserts,,,
Tim Hortons,Raisin Bran Muffin,370,108,12.0,2.0,0.1,20.0,370.0,63.0,4.0,36.0,5.0,18.0,10.0,7.0,15.0,21.0,16.0,10.0,0.0,0.0,4.0,20.0,Baked Goods & Desserts,,,
Tim Hortons,Raisin Tea Biscuit,250,72,8.0,1.5,0.0,0.0,430.0,39.0,2.0,12.0,5.0,12.0,8.0,0.0,18.0,13.0,8.0,10.0,0.0,0.0,4.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Cheese Tea Biscuit,260,99,11.0,3.5,0.2,10.0,540.0,31.0,1.0,5.0,8.0,17.0,18.0,3.0,23.0,10.0,4.0,16.0,4.0,0.0,10.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Whole Grain Pecan Banana Bread Muffin,350,99,11.0,1.5,0.1,30.0,400.0,60.0,5.0,27.0,6.0,17.0,8.0,10.0,17.0,20.0,20.0,12.0,0.0,0.0,4.0,20.0,Baked Goods & Desserts,,,
Tim Hortons,Wild Blueberry Muffin,340,99,11.0,2.0,0.1,30.0,430.0,57.0,2.0,25.0,5.0,17.0,10.0,10.0,18.0,19.0,8.0,10.0,0.0,0.0,2.0,15.0,Baked Goods & Desserts,,,
Tim Hortons,Bagel B.E.L.T.,530,216,24.0,7.0,0.2,155.0,1040.0,61.0,7.0,11.0,24.0,37.0,35.0,52.0,43.0,20.0,28.0,48.0,10.0,15.0,20.0,30.0,Breakfast,,,
Tim Hortons,Egg & Cheese Bagel Sandwich,390,99,11.0,4.5,0.1,145.0,890.0,55.0,2.0,8.0,18.0,17.0,23.0,48.0,37.0,18.0,8.0,36.0,10.0,0.0,15.0,25.0,Breakfast,,,
Tim Hortons,"Bacon, Egg & Cheese Bagel Sandwich",450,144,16.0,6.0,0.1,155.0,1030.0,55.0,2.0,8.0,21.0,25.0,30.0,52.0,43.0,18.0,8.0,42.0,10.0,0.0,15.0,25.0,Breakfast,,,
Tim Hortons,"Sausage, Egg & Cheese Bagel Sandwich",560,225,25.0,10.0,0.1,170.0,1120.0,61.0,2.0,5.0,23.0,38.0,50.0,57.0,47.0,20.0,8.0,46.0,10.0,0.0,15.0,35.0,Breakfast,,,
Tim Hortons,Egg & Cheese Biscuit Sandwich,340,153,17.0,11.0,0.4,145.0,860.0,32.0,2.0,4.0,18.0,26.0,55.0,48.0,36.0,11.0,8.0,36.0,10.0,0.0,15.0,25.0,Breakfast,,,
Tim Hortons,Simply Sausage Biscuit Sandwich,380,207,23.0,12.0,0.2,25.0,600.0,29.0,2.0,3.0,11.0,35.0,60.0,8.0,25.0,10.0,8.0,22.0,1.0,0.0,2.0,17.0,Breakfast,,,
Tim Hortons,"Bacon, Egg & Cheese Biscuit Sandwich",400,198,22.0,12.0,0.4,155.0,1000.0,33.0,2.0,4.0,18.0,34.0,60.0,52.0,42.0,11.0,8.0,36.0,10.0,0.0,15.0,25.0,Breakfast,,,
Tim Hortons,"Sausage, Egg & Cheese Biscuit Sandwich",500,297,33.0,16.0,0.5,170.0,1030.0,33.0,2.0,4.0,19.0,51.0,80.0,57.0,43.0,11.0,8.0,38.0,10.0,0.0,15.0,25.0,Breakfast,,,
Tim Hortons,Egg & Cheese Croissant Sandwich,410,216,24.0,12.0,0.5,165.0,700.0,35.0,1.0,5.0,14.0,37.0,60.0,55.0,29.0,12.0,4.0,28.0,10.0,20.0,15.0,20.0,Breakfast,,,
Tim Hortons,"Bacon, Egg & Cheese Croissant Sandwich",470,261,29.0,14.0,0.5,175.0,850.0,35.0,1.0,5.0,18.0,45.0,70.0,58.0,35.0,12.0,4.0,36.0,10.0,20.0,15.0,20.0,Breakfast,,,
Tim Hortons,"Sausage, Egg & Cheese Croissant Sandwich",570,360,40.0,18.0,0.5,190.0,880.0,35.0,2.0,5.0,19.0,62.0,90.0,63.0,37.0,12.0,8.0,38.0,10.0,20.0,15.0,20.0,Breakfast,,,
Tim Hortons,Egg & Cheese English Muffin Sandwich,270,99,11.0,5.0,0.1,145.0,570.0,28.0,1.0,2.0,13.0,17.0,25.0,48.0,24.0,9.0,4.0,26.0,10.0,0.0,20.0,15.0,Breakfast,,,
Tim Hortons,"Bacon, Egg & Cheese English Muffin Sandwich",330,135,15.0,7.0,0.1,155.0,710.0,28.0,1.0,3.0,17.0,23.0,35.0,52.0,30.0,9.0,4.0,34.0,10.0,0.0,20.0,20.0,Breakfast,,,
Tim Hortons,"Sausage, Egg & Cheese English Muffin Sandwich",440,234,26.0,10.0,0.3,170.0,740.0,28.0,1.0,3.0,18.0,40.0,50.0,57.0,31.0,9.0,4.0,36.0,10.0,0.0,20.0,20.0,Breakfast,,,
Tim Hortons,Farmer's Breakfast Sandwich,660,378,42.0,17.0,0.5,175.0,1450.0,49.0,3.0,4.0,21.0,65.0,85.0,58.0,60.0,16.0,12.0,42.0,15.0,2.0,15.0,25.0,Breakfast,,,
Tim Hortons,Strawberry Greek Yogurt with Berries & Granola,270,45,5.0,0.3,0.0,0.0,90.0,40.0,3.0,25.0,15.0,8.0,2.0,0.0,4.0,13.0,12.0,30.0,6.0,15.0,35.0,40.0,Breakfast,,,
Tim Hortons,Vanilla Greek Yogurt with Berries & Granola,270,45,5.0,0.3,0.0,0.0,90.0,40.0,3.0,25.0,15.0,8.0,2.0,0.0,4.0,13.0,12.0,30.0,6.0,15.0,35.0,40.0,Breakfast,,,
Tim Hortons,Bacon Grilled Breakfast Wrap,420,207,23.0,8.0,0.2,160.0,870.0,37.0,2.0,3.0,18.0,35.0,40.0,53.0,36.0,12.0,8.0,36.0,10.0,0.0,25.0,20.0,Breakfast,,,
Tim Hortons,Sausage Grilled Breakfast Wrap,530,306,34.0,12.0,0.4,175.0,910.0,37.0,2.0,3.0,19.0,52.0,60.0,58.0,38.0,12.0,8.0,38.0,10.0,2.0,25.0,25.0,Breakfast,,,
Tim Hortons,Grilled Farmer's Breakfast Wrap,680,378,42.0,12.0,0.4,215.0,1150.0,54.0,3.0,3.0,21.0,65.0,60.0,72.0,48.0,18.0,12.0,42.0,10.0,4.0,25.0,25.0,Breakfast,,,
Tim Hortons,Harvest Breakfast Sandwich,391,162,18.0,8.0,0.2,206.0,863.0,40.0,2.0,7.0,20.0,28.0,40.0,69.0,36.0,13.0,8.0,40.0,0.0,0.0,0.0,0.0,Breakfast,,,
Tim Hortons,Harvest Farmer's Breakfast Wrap,568,261,29.0,9.0,0.4,206.0,1078.0,56.0,4.0,4.0,22.0,45.0,45.0,69.0,45.0,19.0,16.0,44.0,0.0,0.0,0.0,0.0,Breakfast,,,
Tim Hortons,Hash Brown,130,63,7.0,0.5,0.1,0.0,280.0,16.0,1.0,0.0,1.0,11.0,3.0,0.0,12.0,5.0,4.0,2.0,0.0,2.0,2.0,2.0,Breakfast,,,
Tim Hortons,Plain Oatmeal,160,27,3.0,0.5,0.0,0.0,220.0,32.0,4.0,4.0,5.0,5.0,3.0,0.0,9.0,11.0,16.0,10.0,0.0,0.0,2.0,15.0,Breakfast,,,
Tim Hortons,Mixed Berry Oatmeal,210,27,3.0,0.5,0.0,0.0,220.0,44.0,6.0,14.0,6.0,5.0,3.0,0.0,9.0,15.0,24.0,12.0,0.0,10.0,4.0,15.0,Breakfast,,,
Tim Hortons,Maple Oatmeal,220,27,3.0,0.5,0.0,0.0,220.0,49.0,4.0,20.0,5.0,5.0,3.0,0.0,9.0,16.0,16.0,10.0,0.0,0.0,4.0,15.0,Breakfast,,,
Tim Hortons,Americano,1,0.9,0.1,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Small Biebs Brew,116,58.5,6.5,4.0,0.2,18.0,47.0,13.0,0.0,13.0,1.0,10.0,20.0,6.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Medium Biebs Brew,152,72,8.0,5.0,0.3,21.0,56.0,19.0,0.0,19.0,2.0,12.0,25.0,7.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
Tim Hortons,Large Biebs Brew,228,117,13.0,8.0,0.4,35.0,90.0,26.0,0.0,26.0,2.0,20.0,40.0,12.0,4.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,"Coffee, Espresso & Tea",,,
